paper,date,issn,textid,lbl,no,url
Savonlinna,,1458-6614,,"Vapauden sortajalle. Ken vapautta sortaa, ken Pisare",49,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=451781
Savonlinna,,1458-6614,,"Lähtehellä. Lähde, lähde ihanainen -alli-",4,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=451821
Savonlinna,,1458-6614,,"On pimeää. On pimeää, on pimeää",6,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=451827
Savonlinna,,1458-6622,,(Kansakoulunopettaja Aleksander Ramstedt kuoli Savonlinnassa.) Opettaja Ramstedt- vainajan muistolle. Ei aina täällä ihmiselo kulje kukkuloita Eräs vainajan oppilas,8,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=74442
Savonlinna,,1458-6622,,"Hukkuneen haudalla. On tietty, taattu sija se A.P.",52,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=74332
Savonlinna,,1458-6622,,Järvi: Täällä kerran: Mun täällä luonnon helmassa,29,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=59587
Savonlinna,,1458-6622,,Kesä-iltana. Oi suloista Suomeamme -rw-,27,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=74227
Savonlinna,,1458-6622,,Kevät. Kaikkialla taivahainen -rv-,19,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=74226
Savonlinna,,1458-6622,,Kielemme vapaus. Nyt toivon tähtönen kirkas -rw-,18,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=52046
Savonlinna,,1458-6622,,Maani. Maani sä mulle -rvi-,25,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=114866
Savonlinna,,1458-6622,,"Maani. Oi maamme armahin, Sä Suomi suloisin! -a-n.",19,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=74479
Savonlinna,,1458-6622,,Markkinat. Pari tuntia me saimme -o-d-s.,43,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=89226
Savonlinna,,1458-6622,,Oksasen muistoksi. Esitetty Ahlqvistin juhlassa Savonl. 18 7/2 90 Jalon suuren ihmishengen,11,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=3359
Savonlinna,,1458-6622,,Viimeinen toivoni. Povehen maani -ew-,48,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=93305
Savonlinna,,1458-6622,,Yli-oppilas. Hän palasi Helsingistä,40,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=123086
Tähti,,1458-8641,,"(Annettu.) Koto-maamme. Lasten laulu. Täällä, pohjantähden alla G-a-d.",2,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=455764
Tähti,,1458-8641,,(Annettu.) Pispaa vihittäissä virkaan. Paimentaja Sionilla,40,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=456950
Tähti,,1458-8641,,(Eäh.) N:o 247. Herraan Jesukseen Kristukseen E.J.Å.,19,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=456354
Tähti,,1458-8641,,(Läh.) Pieni laulaja taivaassa. Näjinpä näyn ihanan M.P.,12,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=455205
Tähti,,1458-8641,,(Lähetetty). Murhe. Murhettani miettiessä X.,11,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=455185
Tähti,,1458-8641,,"(Lähetetty.) Persian hovirunoilia. (6-jalkaisen runon yritystä.) Ih- misen on suurin, kallein, ihanaisin eläissään A.W.",30,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=456743
Tähti,,1458-8641,,(Lähetetty.) Rukous Suomen kielen puolesta. Auttaja ainoo! Anna onnen nosta A.W.,24,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=455350
Tähti,,1458-8641,,267 A. En laske minä Jesusta E.L.,15,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=456907
Tähti,,1458-8641,,E. Lönnrotin antama virsi esipuheenensa. Luojan laupiaan säätämästä,50,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=455174
Tähti,,1458-8641,,"Elonkorjuu aikana. Jumala, laupias Isämme E.L.",26,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=455981
Tähti,,1458-8641,,Hautaus merellä. Ken uskovaisna virassaan E.E.,44,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=457007
Tähti,,1458-8641,,"Herran siunauksen toivo tuleville valtiopäiville, alkain 22 p. tammik. 1867. Isämme Herran nimessä H.G-s.",3,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=455915
Tähti,,1458-8641,,"Herran siunauksesta. Wiisi leipää, kaksi kalaa -t-t-t-",47,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=455795
Tähti,,1458-8641,,Isännille ja emännille. Suo Herra oikein itseni E.L.,49,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=122655
Tähti,,1458-8641,,"Kaikille säädyille. Joach. Neander s. 1640 ++ 1680. Kiittäkäm Herraa, kuin voipa on kuninkahamme -t-t-t",35,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=457099
Tähti,,1458-8641,,Kerju-lapsi. Jo päätin raskaan päivätyön -t-t-t,43,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=455125
Tähti,,1458-8641,,Kevä-laulu. Jo päivä ilman lämmittää G-a-d.,6,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=455976
Tähti,,1458-8641,,Keväällä. Jo vesat uudet tuorett E.L.,23,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=455768
Tähti,,1458-8641,,"Lönnrot, E.: Ehtoovirsi. Jo nyt taas on päivä yksi",3,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=455714
Tähti,,1458-8641,,"Lönnrot, E.: Lisävirsi A. O Jesu! sula laupeus Lisävirsi B. Niin olet Isäs kunniaan",31,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=455398
Tähti,,1458-8641,,"Lönnrot, E.: Lisävirsi. Rientäkätte katsomahan",27,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=455813
Tähti,,1458-8641,,"Lönnrot, E.: N:o 103. Kiitetty olkoon Jumala",14,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=455195
Tähti,,1458-8641,,"Lönnrot, E.: N:o 106. Iloitse morsian N:o 109. Kristus Jumalan poika",17,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=456542
Tähti,,1458-8641,,"Lönnrot, E.: N:o 110. O Jesu Kriste: miehuuden N:o 112. Nyt kaikki kansat riemuitkaa!",18,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=455368
Tähti,,1458-8641,,"Lönnrot, E.: N:o 113. Kansa kaikki riemuitkaan! N:o 114. Nyt kristi- kunta riemuitsee",19,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=456131
Tähti,,1458-8641,,"Lönnrot, E.: N:o 121. Taivaasta ilo-sanoman",20,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=455707
Tähti,,1458-8641,,"Lönnrot, E.: N:o 131. Jo mennyt onpi vanha vuos",38,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=456381
Tähti,,1458-8641,,"Lönnrot, E.: N:o 133. Jesuksen nimi ainoa (muistutuksia).",22,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=455171
Tähti,,1458-8641,,"Lönnrot, E.: N:o 139. Mik onpi ylähällä uus N:o 140. Tähti taiva- hinen kerran",23,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=456455
Tähti,,1458-8641,,"Lönnrot, E.: N:o 144 A. O Jesu, elon, autuuten",24,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=455350
Tähti,,1458-8641,,"Lönnrot, E.: N:o 151. Kuin Jesu olet vaivattu",26,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=456058
Tähti,,1458-8641,,"Lönnrot, E.: N:o 154. Niin Jesu rakas päätetty N:o 155. Iloitkam pääsiäis juhlasta",28,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=455881
Tähti,,1458-8641,,"Lönnrot, E.: N:o 160 A. Nyt Jesus, vapahtajamme N:o 160 B. Jesu, joka kuolollasi",29,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=455815
Tähti,,1458-8641,,"Lönnrot, E.: N:o 167. Kristus ku synnit maailman",30,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=456743
Tähti,,1458-8641,,"Lönnrot, E.: N:o 174. O Pyhä Henki armias N:o 175. O Pyhä Henki Jumala N:o 179. Sanansa Kristus saarnaamaan (Muistutuksia.)",34,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=456097
Tähti,,1458-8641,,"Lönnrot, E.: N:o 180 A. O Pyhä Henki Jumala N:o 180 B. Kiittäkäämme kaikki kansa",35,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=455411
Tähti,,1458-8641,,"Lönnrot, E.: N:o 181 A. Pyhä Henki harras N:o 181 B. O Pyhä Henki armias",36,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=455614
Tähti,,1458-8641,,"Lönnrot, E.: N:o 182. Pyhä Henki sydämelle N:o 184. Auta Isä Jumala",38,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=455615
Tähti,,1458-8641,,"Lönnrot, E.: N:o 191. O Jumal ijankaikkinen",39,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=456408
Tähti,,1458-8641,,"Lönnrot, E.: N:o 210. Miksi itkit rakas Herra",40,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=455895
Tähti,,1458-8641,,"Lönnrot, E.: N:o 220. Täynnä Luojan laupeutta",41,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=457077
Tähti,,1458-8641,,"Lönnrot, E.: N:o 62. Dav. 72 psalmi. Ylistystä kansat maan",11,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=457106
Tähti,,1458-8641,,"Lönnrot, E.: N:o 70. Dav. 86 psalmi. O Herra korvas kallista N:o 75. Dav. 100 psalmi. Kaikki maa iloita mahtaa",12,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=456823
Tähti,,1458-8641,,"Lönnrot, E.: N:o 92. Dav. 137 psalmi. Vieressä virtain Babelin N:o 97. Dav. 147 psalmi. Nyt Jumalata kiittäkää!",13,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=456496
Tähti,,1458-8641,,Muutama sana tämän vuotisesta talvesta Turun puolessa. Tuli marras- kuu G-a-d.,13,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=455484
Tähti,,1458-8641,,"N:o 138. Jesu onnen, osan oma E.L. N:o 194. Sinua, Isä laupias E.L.",39,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=456640
Tähti,,1458-8641,,N:o 223. Woi meitä vaivaisia! N:o 228. Iloitkaat kaikki kristityt E.L.,42,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=456786
Tähti,,1458-8641,,N:o 226. O Jesu Kriste autuuden E.L.,40,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=457131
Tähti,,1458-8641,,N:o 234. Ah asu Jesu luonamme N:o 236. O Herra kuule äänemme E.L.,43,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=456992
Tähti,,1458-8641,,N:o 237. O Jesu asu luonamme N:o 239. Niin on kirkonmenomme Kris- tityn sota. Sotahan riennä kristitty! E. L.,41,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=456890
Tähti,,1458-8641,,N:o 238. Kiitetty Isä Jumala! N:o 242. O Jumal ijankaikkinen E.L.,44,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=456947
Tähti,,1458-8641,,N:o 243. Iloiten sielu Herrassa E.L.,42,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=456693
Tähti,,1458-8641,,N:o 247. O Jesu Kriste ainoinen! E.L.,44,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=456665
Tähti,,1458-8641,,"N:o 257. Yks syntinen, unessa synnin maannut E.L.",45,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=456426
Tähti,,1458-8641,,N:o 264. O Jesu korkein lohdutus E.L.,46,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=455480
Tähti,,1458-8641,,N:o 266. Ah outo ainooko mä täällä ollen E.L.,3,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=455915
Tähti,,1458-8641,,N:o 271. Jesus ain armias E.L.,9,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=455669
Tähti,,1458-8641,,N:o 282. Miksi olet ihmisraukka E.L.,11,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=455267
Tähti,,1458-8641,,N:o 301. Herran kiitos olkoon E.L.,14,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=456948
Tähti,,1458-8641,,N:o 318. Jo joutuu armas aika E.E.,15,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=456241
Tähti,,1458-8641,,N:o 399. Jo herkeä haikea huoli E.L.,17,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=455681
Tähti,,1458-8641,,Nuorille yhteisesti. Suo Herra hetket nuoruuteni E.L.,28,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=455921
Tähti,,1458-8641,,"Nuorisolle yhteisesti. N:o 54. Suo, Herra, hetket nuoruuteni E.L.",50,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=456543
Tähti,,1458-8641,,Nuorukaisen haudalla. Nuorukainen seisahda E.E.,32,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=456523
Tähti,,1458-8641,,"Palkollisille. N:o 59. Myös minulle, o Herrani E.L.",50,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=456543
Tähti,,1458-8641,,Papin asettajaisissa. N:o 16. O Ylipaimen paimenten N:o 17. Suo sanas saarnajalle E.E.,38,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=457093
Tähti,,1458-8641,,"Papinvaalissa. N:o 14. O Herra tarpehemme N:o 15. Herra, joka var- tioitset E.L.",37,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=456078
Tähti,,1458-8641,,"Paras ystävä. Suloisin, armas ystävä (Muistutus.) E.L.",37,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=456853
Tähti,,1458-8641,,"Rukous rauhasta. Rauhas, Herra, meille lainaa E.E.",33,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=456741
Tähti,,1458-8641,,Rukouspäivinä. N:o 47. Kuule Herra Jumalamme E.L.,47,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=455795
Tähti,,1458-8641,,Saarnan edellä. N:o 25. Suo Herra sanas selkeän E.E.,44,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=457007
Tähti,,1458-8641,,Sammalten kokoilija. Viljan otti halla -t-t-t-,50,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=456543
Tähti,,1458-8641,,Seurakunnan yhteydestä. N:o 20. Jumalan sana opettaa E.L.,40,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=456950
Tähti,,1458-8641,,"Stenb. 260. Käy taiten, o kristitty! kaita on tie E.L.",50,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=456585
Tähti,,1458-8641,,Suom. virsikirjan N:o 195 uudistettu. Ken se voipi autuas olla Ehtoovirsi. Aurinko jo alas vaipuu E.L.,8,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=457037
Tähti,,1458-8641,,Suvella. Jo juhlapuvussansa E.L.,25,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=456207
Tähti,,1458-8641,,Terveille. Herra terveyden lähde E.L.,29,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=456332
Tähti,,1458-8641,,Terveyden lähteellä. N:o 66. Jesus elon lähde E.L.,51,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=456368
Tähti,,1458-8641,,"Tuomareille. N:o 13. Mua suuri Jumala, sun Pyhän Henkes kautta E.E.",35,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=457099
Tähti,,1458-8641,,Uskon häiriöt nyky aikana. Antikristus rakentaapi Joh. Gust. D-l-n. Pellavatehtaan työmies.,16,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=456019
Tähti,,1458-8641,,Vanha virsi N:o 252 uudistettu. Jesus yksin ainiansa E.L.,24,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=456613
Tähti,,1458-8641,,Vuoden lopulla. Jo nyt taas on vuosi yksi E.L.,58,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=122656
Tähti,,1458-8641,,Yhteisessä suuressä hädässä. Kuin hätä suur meit ahdistaa -t-t-t-,47,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=455795
Tähti,,1458-8641,,"Ylösnousemisesta. Käännös saksasta. Jesus, turvan, elääpi -t-t-t-",45,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=456006
Tähti,,1458-8641,,(Lähetetty.) Kaikki kristin uskovaiset C.G.G.,7,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=456528
Tähti,,1458-8641,,"Lönnrot, E.: N:o 267 F. Jesu ilon, elämäni",52,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=456240
Tähti,,1458-8641,,"N:o 251. Ah, ah, kunne kurja käännyn E.L.",10,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=456304
Tähti,,1458-8641,,N:o 404. Lähestyvä se aika on E.E.,18,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=455864
Tähti,,1458-8641,,Syksyllä. N:o 42. Jo kohta suvi ihana E.L.,47,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=455795
Kirjallinen Kuukauslehti,,1458-0977,,Gutenbergin keksintö. Sanasta Herran syntyi valkeus Tuokko,1,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=112737
Kirjallinen Kuukauslehti,,1458-0977,,Impi rannalla. Meren rannalla yksin Ellei,12,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=10493
Kirjallinen Kuukauslehti,,1458-0977,,Juomalaulu. Kuule armas Anna,11,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=110294
Kirjallinen Kuukauslehti,,1458-0977,,"Lasta nukuttaissa. Nuku, lapsukaiseni E.L.",1,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=112737
Kirjallinen Kuukauslehti,,1458-0977,,Mielten muutos. Kun mä olin rikas,11,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=110294
Kirjallinen Kuukauslehti,,1458-0977,,"Nykyinen Suomi. Oi Suomi, kallis synnyinmaa A.R-n.",6,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=112518
Kirjallinen Kuukauslehti,,1458-0977,,Onnelliset. Kirj. A.K. Jo valkenee kaukanen ranta,8,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=111042
Kirjallinen Kuukauslehti,,1458-0977,,Runoelmia. Aamu. Oli aamu. Kirkkahasti. K.F.E.,1,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=109974
Kirjallinen Kuukauslehti,,1458-0977,,Runoelmia. Kirj. A.K. Alma. Koreess kartanossa Alma kasvoi,9,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=104355
Kirjallinen Kuukauslehti,,1458-0977,,Runoelmia. Kirj. A.K. Ensimäinen lempi. Käy nuorukainen synkeess Metsolassa,3,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=116799
Kirjallinen Kuukauslehti,,1458-0977,,Runoelmia. Kirj. A.K. Lapsi. Kaukokotihinsa kulkee,9,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=104355
Kirjallinen Kuukauslehti,,1458-0977,,Runoelmia. Kirj. A.K. Lintukoto. Meress kaukaal eräs saari soma löytyy,3,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=116799
Kirjallinen Kuukauslehti,,1458-0977,,Runoelmia. Kirj. A.K. Myrsky. Meren pintaa haaksi kyntelevi,9,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=104355
Kirjallinen Kuukauslehti,,1458-0977,,Runoelmia. Kirj. A.K. Pohjatuuli. Syyskuun päivä on ja raikas pohja- tuuli,9,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=104355
Kirjallinen Kuukauslehti,,1458-0977,,Runoelmia. Kirj. A.K. Tornin kello. Yksin illan hämärässä,3,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=116799
Kirjallinen Kuukauslehti,,1458-0977,,Runoelmia. Tahdoin. Tahdoin kerran purjeet nostaa K.F.E.,2,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=112551
Kirjallinen Kuukauslehti,,1458-0977,,Sota. Kirj. A.K. Jo leimuuvat tuliset viirit,8,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=111042
Kirjallinen Kuukauslehti,,1458-0977,,Sunnuntai. Kirj. A.K. Mä muistan sen lempeän laakson,8,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=111042
Kirjallinen Kuukauslehti,,1458-0977,,"Uneksuminen. Kirj. A.K. Unta ma näin, mun impeni kaunis",8,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=111042
Kirjallinen Kuukauslehti,,1458-0977,,Wilukat. Kevään ensi vilukoita Mikä mielen muutti? Mikä minun mieleni muutti Ellei,12,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=10493
Kirjallinen Kuukauslehti,,1458-0977,,"Älä huoli, ota uusi! Tyttö takkaan valkeata Ellei",12,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=10493
Suomen Kuvalehti,,1458-669X,,Armaansa kadottanut. Ykstoista vuotiaana vasta Erkko,22,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=10524
Suomen Kuvalehti,,1458-669X,,"Armas. Näinpä tytön, sievän, armaan 0. Wrn.",176,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=99655
Suomen Kuvalehti,,1458-669X,,Arvoittavia kyselmiæ. Mikæ juoksee jalatonna? W.K.,102,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=100014
Suomen Kuvalehti,,1458-669X,,Arvoitus. Nimeltään on talvi-vaate 0. Wrn.,110,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=11035
Suomen Kuvalehti,,1458-669X,,Aurinko ja kuu. Kun Luoja laati luomansa K.K-ll-n.,33,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=37300
Suomen Kuvalehti,,1458-669X,,Efialten rangastus. Kun kurjan Efialten S.,87,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=11024
Suomen Kuvalehti,,1458-669X,,Ei - jos. Ei purjelaivat nähdä Erkko,94,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=122799
Suomen Kuvalehti,,1458-669X,,Ensi kerran. Ensi kerran kun äänes kuulin S.,97,http://digi.lib.helsinki.fi/sanomalehti/secure/showPage.html?conversationId=1&action=entryPage&id=11030
